#,Pokemon,,,New Sprites,Sprites Set,Sprites,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,AVG,Ability 1,Ability 2,Ability 3,Fully evolved,Generation
718,Zygarde-10,Zygarde-10,,,,,Dragon,Ground,54,100,71,61,85,115,486,81,Aura Break,Power Construct,,Yes,6
718,Zygarde-Complete,Zygarde-Complete,,,,,Dragon,Ground,216,100,121,91,95,85,708,118,Power Construct,,,Yes,6
719,Diancie,Diancie,,,,,Rock,Fairy,50,100,150,100,150,50,600,100,Clear Body,,,Yes,6
719,Mega Diancie,Mega Diancie,,,,,Rock,Fairy,50,160,110,160,110,110,700,116.67,Magic Bounce,,,Yes,6
720,Hoopa,Hoopa,,,,,Psychic,Ghost,80,110,60,150,130,70,600,100,Magician,,,Yes,6
720,Hoopa-Unbound,Hoopa-Unbound,,,,,Psychic,Dark,80,160,60,170,130,80,680,113.33,Magician,,,Yes,6
721,Volcanion,Volcanion,,,,,Fire,Water,80,110,120,130,90,70,600,100,Water Absorb,,,Yes,6
722,Rowlet,Rowlet,,,,,Grass,Flying,68,55,55,50,50,42,320,53.33,Overgrow,,Long Reach,No,7
723,Dartrix,Dartrix,,,,,Grass,Flying,78,75,75,70,70,52,420,70,Overgrow,,Long Reach,No,7
724,Decidueye,Decidueye,,,,,Grass,Ghost,78,107,75,100,100,70,530,88.33,Overgrow,,Long Reach,Yes,7
724,Hisuian Decidueye,Hisuian Decidueye,,,,,Grass,Fighting,88,112,80,95,95,60,530,88.33,Overgrow,,Long Reach,Yes,9
725,Litten,Litten,,,,,Fire,,45,65,40,60,40,70,320,53.33,Blaze,,Intimidate,No,7
726,Torracat,Torracat,,,,,Fire,,65,85,50,80,50,90,420,70,Blaze,,Intimidate,No,7
727,Incineroar,Incineroar,,,,,Fire,Dark,95,115,90,80,90,60,530,88.33,Blaze,,Intimidate,Yes,7
728,Popplio,Popplio,,,,,Water,,50,54,54,66,56,40,320,53.33,Torrent,,Liquid Voice,No,7
729,Brionne,Brionne,,,,,Water,,60,69,69,91,81,50,420,70,Torrent,,Liquid Voice,No,7
730,Primarina,Primarina,,,,,Water,Fairy,80,74,74,126,116,60,530,88.33,Torrent,,Liquid Voice,Yes,7
731,Pikipek,Pikipek,,,,,Normal,Flying,35,75,30,30,30,65,265,44.17,Keen Eye,Skill Link,Pickup,No,7
732,Trumbeak,Trumbeak,,,,,Normal,Flying,55,85,50,40,50,75,355,59.17,Keen Eye,Skill Link,Pickup,No,7
733,Toucannon,Toucannon,,,,,Normal,Flying,80,120,75,75,75,60,485,80.83,Keen Eye,Skill Link,Sheer Force,Yes,7
734,Yungoos,Yungoos,,,,,Normal,,48,70,30,30,30,45,253,42.17,Stakeout,Strong Jaw,Adaptability,No,7
735,Gumshoos,Gumshoos,,,,,Normal,,88,110,60,55,60,45,418,69.67,Stakeout,Strong Jaw,Adaptability,Yes,7
736,Grubbin,Grubbin,,,,,Bug,,47,62,45,55,45,46,300,50,Swarm,,,No,7
737,Charjabug,Charjabug,,,,,Bug,Electric,57,82,95,55,75,36,400,66.67,Battery,,,No,7
738,Vikavolt,Vikavolt,,,,,Bug,Electric,77,70,90,145,75,43,500,83.33,Levitate,,,Yes,7
739,Crabrawler,Crabrawler,,,,,Fighting,,47,82,57,42,47,63,338,56.33,Hyper Cutter,Iron Fist,Anger Point,No,7
740,Crabominable,Crabominable,,,,,Fighting,Ice,97,132,77,62,67,43,478,79.67,Hyper Cutter,Iron Fist,Anger Point,Yes,7
741,Oricorio,Oricorio,,,,,Fire,Flying,75,70,70,98,70,93,476,79.33,Dancer,,,Yes,7
741,Oricorio-Pau,Oricorio-Pau,,,,,Psychic,Flying,75,70,70,98,70,93,476,79.33,Dancer,,,Yes,7
741,Oricorio-Pom-Pom,Oricorio-Pom-Pom,,,,,Electric,Flying,75,70,70,98,70,93,476,79.33,Dancer,,,Yes,7
741,Oricorio-Sensu,Oricorio-Sensu,,,,,Ghost,Flying,75,70,70,98,70,93,476,79.33,Dancer,,,Yes,7
742,Cutiefly,Cutiefly,,,,,Bug,Fairy,40,45,40,55,40,84,304,50.67,Honey Gather,Shield Dust,Sweet Veil,No,7
743,Ribombee,Ribombee,,,,,Bug,Fairy,60,55,60,95,70,124,464,77.33,Honey Gather,Shield Dust,Sweet Veil,Yes,7
744,Rockruff,Rockruff,,,,,Rock,,45,65,40,30,40,60,280,46.67,Keen Eye,Vital Spirit,Steadfast,No,7
745,Lycanroc-Day,Lycanroc-Day,,,,,Rock,,75,115,65,55,65,112,487,81.17,Keen Eye,Sand Rush,Steadfast,Yes,7
745,Lycanroc-Dusk,Lycanroc-Dusk,,,,,Rock,,75,117,65,55,65,110,487,81.17,Tough Claws,,,Yes,7
745,Lycanroc-Midnight,Lycanroc-Midnight,,,,,Rock,,85,115,75,55,75,82,487,81.17,Keen Eye,Vital Spirit,No Guard,Yes,7
746,Wishiwashi,Wishiwashi,,,,,Water,,45,20,20,25,25,40,175,29.17,Schooling,,,Yes,7
746,Wishiwashi-School,Wishiwashi-School,,,,,Water,,45,140,130,140,135,30,620,103.33,Schooling,,,Yes,7
747,Mareanie,Mareanie,,,,,Poison,Water,50,53,62,43,52,45,305,50.83,Merciless,Limber,Regenerator,No,7
748,Toxapex,Toxapex,,,,,Poison,Water,50,63,152,53,142,35,495,82.5,Merciless,Limber,Regenerator,Yes,7
749,Mudbray,Mudbray,,,,,Ground,,70,100,70,45,55,45,385,64.17,Own Tempo,Stamina,Inner Focus,No,7
750,Mudsdale,Mudsdale,,,,,Ground,,100,125,100,55,85,35,500,83.33,Own Tempo,Stamina,Inner Focus,Yes,7
751,Dewpider,Dewpider,,,,,Water,Bug,38,40,52,40,72,27,269,44.83,Water Bubble,,Water Absorb,No,7
752,Araquanid,Araquanid,,,,,Water,Bug,68,70,92,50,132,42,454,75.67,Water Bubble,,Water Absorb,Yes,7
753,Fomantis,Fomantis,,,,,Grass,,40,55,35,50,35,35,250,41.67,Leaf Guard,,Contrary,No,7
754,Lurantis,Lurantis,,,,,Grass,,70,105,90,80,90,45,480,80,Leaf Guard,,Contrary,Yes,7
755,Morelull,Morelull,,,,,Grass,Fairy,40,35,55,65,75,15,285,47.5,Illuminate,Effect Spore,Rain Dish,No,7
756,Shiinotic,Shiinotic,,,,,Grass,Fairy,60,45,80,90,100,30,405,67.5,Illuminate,Effect Spore,Rain Dish,Yes,7
757,Salandit,Salandit,,,,,Poison,Fire,48,44,40,71,40,77,320,53.33,Corrosion,,Oblivious,No,7
758,Salazzle,Salazzle,,,,,Poison,Fire,68,64,60,111,60,117,480,80,Corrosion,,Oblivious,Yes,7
759,Stufful,Stufful,,,,,Normal,Fighting,70,75,50,45,50,50,340,56.67,Fluffy,Klutz,Cute Charm,No,7
760,Bewear,Bewear,,,,,Normal,Fighting,120,125,80,55,60,60,500,83.33,Fluffy,Klutz,Unnerve,Yes,7
761,Bounsweet,Bounsweet,,,,,Grass,,42,30,38,30,38,32,210,35,Leaf Guard,Oblivious,Sweet Veil,No,7
762,Steenee,Steenee,,,,,Grass,,52,40,48,40,48,62,290,48.33,Leaf Guard,Oblivious,Sweet Veil,No,7
763,Tsareena,Tsareena,,,,,Grass,,72,120,98,50,98,72,510,85,Leaf Guard,Queenly Majesty,Sweet Veil,Yes,7
764,Comfey,Comfey,,,,,Fairy,,51,52,90,82,110,100,485,80.83,Flower Veil,Triage,Natural Cure,Yes,7
765,Oranguru,Oranguru,,,,,Normal,Psychic,90,60,80,90,110,60,490,81.67,Inner Focus,Telepathy,Symbiosis,Yes,7
766,Passimian,Passimian,,,,,Fighting,,100,120,90,40,60,80,490,81.67,Receiver,,Defiant,Yes,7
767,Wimpod,Wimpod,,,,,Bug,Water,25,35,40,20,30,80,230,38.33,Wimp Out,,,No,7
768,Golisopod,Golisopod,,,,,Bug,Water,75,125,140,60,90,40,530,88.33,Emergency Exit,,,Yes,7
769,Sandygast,Sandygast,,,,,Ghost,Ground,55,55,80,70,45,15,320,53.33,Water Compaction,,Sand Veil,No,7
770,Palossand,Palossand,,,,,Ghost,Ground,85,75,110,100,75,35,480,80,Water Compaction,,Sand Veil,Yes,7
771,Pyukumuku,Pyukumuku,,,,,Water,,55,60,130,30,130,5,410,68.33,Innards Out,,Unaware,Yes,7
772,Type: Null,Type: Null,,,,,Normal,,95,95,95,95,95,59,534,89,Battle Armor,,,No,7
773,Silvally,Silvally,,,,,Normal,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Bug,Silvally-Bug,,,,,Bug,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Dark,Silvally-Dark,,,,,Dark,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Dragon,Silvally-Dragon,,,,,Dragon,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Electric,Silvally-Electric,,,,,Electric,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Fairy,Silvally-Fairy,,,,,Fairy,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Fighting,Silvally-Fighting,,,,,Fighting,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Fire,Silvally-Fire,,,,,Fire,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Flying,Silvally-Flying,,,,,Flying,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Ghost,Silvally-Ghost,,,,,Ghost,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Grass,Silvally-Grass,,,,,Grass,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Ground,Silvally-Ground,,,,,Ground,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Ice,Silvally-Ice,,,,,Ice,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Poison,Silvally-Poison,,,,,Poison,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Psychic,Silvally-Psychic,,,,,Psychic,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Rock,Silvally-Rock,,,,,Rock,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Steel,Silvally-Steel,,,,,Steel,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
773,Silvally-Water,Silvally-Water,,,,,Water,,95,95,95,95,95,95,570,95,RKS System,,,Yes,7
774,Minior,Minior,,,,,Rock,Flying,60,60,100,60,100,60,440,73.33,Shields Down,,,Yes,7
774,Minior-Core,Minior-Core,,,,,Rock,Flying,60,100,60,100,60,120,500,83.33,Shields Down,,,Yes,7
775,Komala,Komala,,,,,Normal,,65,115,65,75,95,65,480,80,Comatose,,,Yes,7
776,Turtonator,Turtonator,,,,,Fire,Dragon,60,78,135,91,85,36,485,80.83,Shell Armor,,,Yes,7
777,Togedemaru,Togedemaru,,,,,Electric,Steel,65,98,63,40,73,96,435,72.5,Iron Barbs,Lightning Rod,Sturdy,Yes,7
778,Mimikyu,Mimikyu,,,,,Ghost,Fairy,55,90,80,50,105,96,476,79.33,Disguise,,,Yes,7
779,Bruxish,Bruxish,,,,,Water,Psychic,68,105,70,70,70,92,475,79.17,Dazzling,Strong Jaw,Wonder Skin,Yes,7
780,Drampa,Drampa,,,,,Normal,Dragon,78,60,85,135,91,36,485,80.83,Berserk,Sap Sipper,Cloud Nine,Yes,7
781,Dhelmise,Dhelmise,,,,,Ghost,Grass,70,131,100,86,90,40,517,86.17,Steelworker,,,Yes,7
782,Jangmo-o,Jangmo-o,,,,,Dragon,,45,55,65,45,45,45,300,50,Bulletproof,Soundproof,Overcoat,No,7
783,Hakamo-o,Hakamo-o,,,,,Dragon,Fighting,55,75,90,65,70,65,420,70,Bulletproof,Soundproof,Overcoat,No,7
784,Kommo-o,Kommo-o,,,,,Dragon,Fighting,75,110,125,100,105,85,600,100,Bulletproof,Soundproof,Overcoat,Yes,7
785,Tapu Koko,Tapu Koko,,,,,Electric,Fairy,70,115,85,95,75,130,570,95,Electric Surge,,Telepathy,Yes,7
786,Tapu Lele,Tapu Lele,,,,,Psychic,Fairy,70,85,75,130,115,95,570,95,Psychic Surge,,Telepathy,Yes,7
787,Tapu Bulu,Tapu Bulu,,,,,Grass,Fairy,70,130,115,85,95,75,570,95,Grassy Surge,,Telepathy,Yes,7
788,Tapu Fini,Tapu Fini,,,,,Water,Fairy,70,75,115,95,130,85,570,95,Misty Surge,,Telepathy,Yes,7
789,Cosmog,Cosmog,,,,,Psychic,,43,29,31,29,31,37,200,33.33,Unaware,,,No,7
790,Cosmoem,Cosmoem,,,,,Psychic,,43,29,131,29,131,37,400,66.67,Sturdy,,,No,7
791,Solgaleo,Solgaleo,,,,,Psychic,Steel,137,137,107,113,89,97,680,113.33,Full Metal Body,,,Yes,7
792,Lunala,Lunala,,,,,Psychic,Ghost,137,113,89,137,107,97,680,113.33,Shadow Shield,,,Yes,7
793,Nihilego,Nihilego,,,,,Rock,Poison,109,53,47,127,131,103,570,95,Beast Boost,,,Yes,7
794,Buzzwole,Buzzwole,,,,,Bug,Fighting,107,139,139,53,53,79,570,95,Beast Boost,,,Yes,7
795,Pheromosa,Pheromosa,,,,,Bug,Fighting,71,137,37,137,37,151,570,95,Beast Boost,,,Yes,7
796,Xurkitree,Xurkitree,,,,,Electric,,83,89,71,173,71,83,570,95,Beast Boost,,,Yes,7
797,Celesteela,Celesteela,,,,,Steel,Flying,97,101,103,107,101,61,570,95,Beast Boost,,,Yes,7
798,Kartana,Kartana,,,,,Grass,Steel,59,181,131,59,31,109,570,95,Beast Boost,,,Yes,7
799,Guzzlord,Guzzlord,,,,,Dark,Dragon,223,101,53,97,53,43,570,95,Beast Boost,,,Yes,7
800,Necrozma,Necrozma,,,,,Psychic,,97,107,101,127,89,79,600,100,Prism Armor,,,Yes,7
800,Necrozma-DM,Necrozma-DM,,,,,Psychic,Steel,97,157,127,113,109,77,680,113.33,Prism Armor,,,Yes,7
800,Necrozma-DW,Necrozma-DW,,,,,Psychic,Ghost,97,113,109,157,127,77,680,113.33,Prism Armor,,,Yes,7
800,Necrozma-Ultra,Necrozma-Ultra,,,,,Psychic,Dragon,97,167,97,167,97,129,754,125.67,Neuroforce,,,Yes,7
801,Magearna,Magearna,,,,,Steel,Fairy,80,95,115,130,115,65,600,100,Soul-Heart,,,Yes,7
802,Marshadow,Marshadow,,,,,Fighting,Ghost,90,125,80,90,90,125,600,100,Technician,,,Yes,7
803,Poipole,Poipole,,,,,Poison,,67,73,67,73,67,73,420,70,Beast Boost,,,No,7
804,Naganadel,Naganadel,,,,,Poison,Dragon,73,73,73,127,73,121,540,90,Beast Boost,,,Yes,7
805,Stakataka,Stakataka,,,,,Rock,Steel,61,131,211,53,101,13,570,95,Beast Boost,,,Yes,7
806,Blacephalon,Blacephalon,,,,,Fire,Ghost,53,127,53,151,79,107,570,95,Beast Boost,,,Yes,7
807,Zeraora,Zeraora,,,,,Electric,,88,112,75,102,80,143,600,100,Volt Absorb,,,Yes,7
808,Meltan,Meltan,,,,,Steel,,46,65,65,55,35,34,300,50,Magnet Pull,,,No,7
809,Melmetal,Melmetal,,,,,Steel,,135,143,143,80,65,34,600,100,Iron Fist,,,Yes,7
810,Grookey,Grookey,,,,,Grass,,50,65,50,40,40,65,310,51.67,Overgrow,,Grassy Surge,No,8
811,Thwackey,Thwackey,,,,,Grass,,70,85,70,55,60,80,420,70,Overgrow,,Grassy Surge,No,8
812,Rillaboom,Rillaboom,,,,,Grass,,100,125,90,60,70,85,530,88.33,Overgrow,,Grassy Surge,Yes,8
813,Scorbunny,Scorbunny,,,,,Fire,,50,71,40,40,40,69,310,51.67,Blaze,,Libero,No,8
814,Raboot,Raboot,,,,,Fire,,65,86,60,55,60,94,420,70,Blaze,,Libero,No,8
815,Cinderace,Cinderace,,,,,Fire,,80,116,75,65,75,119,530,88.33,Blaze,,Libero,Yes,8
816,Sobble,Sobble,,,,,Water,,50,40,40,70,40,70,310,51.67,Torrent,,Sniper,No,8
817,Drizzile,Drizzile,,,,,Water,,65,60,55,95,55,90,420,70,Torrent,,Sniper,No,8
818,Inteleon,Inteleon,,,,,Water,,70,85,65,125,65,120,530,88.33,Torrent,,Sniper,Yes,8
819,Skwovet,Skwovet,,,,,Normal,,70,55,55,35,35,25,275,45.83,Cheek Pouch,,Gluttony,No,8
820,Greedent,Greedent,,,,,Normal,,120,95,95,55,75,20,460,76.67,Cheek Pouch,,Gluttony,Yes,8
821,Rookidee,Rookidee,,,,,Flying,,38,47,35,33,35,57,245,40.83,Keen Eye,Unnerve,Big Pecks,No,8
822,Corvisquire,Corvisquire,,,,,Flying,,68,67,55,43,55,77,365,60.83,Keen Eye,Unnerve,Big Pecks,No,8
823,Corviknight,Corviknight,,,,,Flying,Steel,98,87,105,53,85,67,495,82.5,Pressure,Unnerve,Mirror Armor,Yes,8
824,Blipbug,Blipbug,,,,,Bug,,25,20,20,25,45,45,180,30,Swarm,Compound Eyes,Telepathy,No,8
825,Dottler,Dottler,,,,,Bug,Psychic,50,35,80,50,90,30,335,55.83,Swarm,Compound Eyes,Telepathy,No,8
826,Orbeetle,Orbeetle,,,,,Bug,Psychic,60,45,110,80,120,90,505,84.17,Swarm,Frisk,Telepathy,Yes,8
827,Nickit,Nickit,,,,,Dark,,40,28,28,47,52,50,245,40.83,Run Away,Unburden,Stakeout,No,8
828,Thievul,Thievul,,,,,Dark,,70,58,58,87,92,90,455,75.83,Run Away,Unburden,Stakeout,Yes,8
829,Gossifleur,Gossifleur,,,,,Grass,,40,40,60,40,60,10,250,41.67,Cotton Down,Regenerator,Effect Spore,No,8
830,Eldegoss,Eldegoss,,,,,Grass,,60,50,90,80,120,60,460,76.67,Cotton Down,Regenerator,Effect Spore,Yes,8
831,Wooloo,Wooloo,,,,,Normal,,42,40,55,40,45,48,270,45,Fluffy,Run Away,Bulletproof,No,8
832,Dubwool,Dubwool,,,,,Normal,,72,80,100,60,90,88,490,81.67,Fluffy,Steadfast,Bulletproof,Yes,8
833,Chewtle,Chewtle,,,,,Water,,50,64,50,38,38,44,284,47.33,Strong Jaw,Shell Armor,Swift Swim,No,8
834,Drednaw,Drednaw,,,,,Water,Rock,90,115,90,48,68,74,485,80.83,Strong Jaw,Shell Armor,Swift Swim,Yes,8
835,Yamper,Yamper,,,,,Electric,,59,45,50,40,50,26,270,45,Ball Fetch,Rattled,,No,8
836,Boltund,Boltund,,,,,Electric,,69,90,60,90,60,121,490,81.67,Strong Jaw,Competitive,,Yes,8
837,Rolycoly,Rolycoly,,,,,Rock,,30,40,50,40,50,30,240,40,Steam Engine,Heatproof,Flash Fire,No,8
838,Carkol,Carkol,,,,,Rock,Fire,80,60,90,60,70,50,410,68.33,Steam Engine,Flame Body,Flash Fire,No,8
839,Coalossal,Coalossal,,,,,Rock,Fire,110,80,120,80,90,30,510,85,Steam Engine,Flame Body,Flash Fire,Yes,8
840,Applin,Applin,,,,,Grass,Dragon,40,40,80,40,40,20,260,43.33,Ripen,Gluttony,Bulletproof,No,8
841,Flapple,Flapple,,,,,Grass,Dragon,70,110,80,95,60,70,485,80.83,Ripen,Gluttony,Hustle,Yes,8
842,Appletun,Appletun,,,,,Grass,Dragon,110,85,80,100,80,30,485,80.83,Ripen,Gluttony,Thick Fat,Yes,8
843,Silicobra,Silicobra,,,,,Ground,,52,57,75,35,50,46,315,52.5,Sand Spit,Shed Skin,Sand Veil,No,8
844,Sandaconda,Sandaconda,,,,,Ground,,72,107,125,65,70,71,510,85,Sand Spit,Shed Skin,Sand Veil,Yes,8
845,Cramorant,Cramorant,,,,,Flying,Water,70,85,55,85,95,85,475,79.17,Gulp Missle,,,Yes,8
846,Arrokuda,Arrokuda,,,,,Water,,41,63,40,40,30,66,280,46.67,Swift Swim,,Propeller Tail,No,8
847,Barraskewda,Barraskewda,,,,,Water,,61,123,60,60,50,136,490,81.67,Swift Swim,,Propeller Tail,Yes,8
848,Toxel,Toxel,,,,,Electric,Poison,40,38,35,54,35,40,242,40.33,Rattled,Static,Klutz,No,8
849,Toxtricity,Toxtricity,,,,,Electric,Poison,75,98,70,114,70,75,502,83.67,Punk Rock,Plus,Technician,Yes,8
850,Sizzlipede,Sizzlipede,,,,,Fire,Bug,50,65,45,50,50,45,305,50.83,Flash Fire,White Smoke,Flame Body,No,8
851,Centiskorch,Centiskorch,,,,,Fire,Bug,100,115,65,90,90,65,525,87.5,Flash Fire,White Smoke,Flame Body,Yes,8
852,Clobbopus,Clobbopus,,,,,Fighting,,50,68,60,50,50,32,310,51.67,Limber,,Technician,No,8
853,Grapploct,Grapploct,,,,,Fighting,,80,118,90,70,80,42,480,80,Limber,,Technician,Yes,8
854,Sinistea,Sinistea,,,,,Ghost,,40,45,45,74,54,50,308,51.33,Weak Armor,Cursed Body,,No,8
855,Polteageist,Polteageist,,,,,Ghost,,60,65,65,134,114,70,508,84.67,Weak Armor,Cursed Body,,Yes,8
856,Hatenna,Hatenna,,,,,Psychic,,42,30,45,56,53,39,265,44.17,Healer,Anticipation,Magic Bounce,No,8
857,Hattrem,Hattrem,,,,,Psychic,,57,40,65,86,73,49,370,61.67,Healer,Anticipation,Magic Bounce,No,8
858,Hatterene,Hatterene,,,,,Psychic,Fairy,57,90,95,136,103,29,510,85,Healer,Anticipation,Magic Bounce,Yes,8
859,Impidimp,Impidimp,,,,,Dark,Fairy,45,45,30,55,40,50,265,44.17,Prankster,Frisk,Pickpocket,No,8
860,Morgrem,Morgrem,,,,,Dark,Fairy,65,60,45,75,55,70,370,61.67,Prankster,Frisk,Pickpocket,No,8
861,Grimmsnarl,Grimmsnarl,,,,,Dark,Fairy,95,120,65,95,75,60,510,85,Prankster,Frisk,Pickpocket,Yes,8
862,Obstagoon,Obstagoon,,,,,Dark,Normal,93,90,101,60,81,95,520,86.67,Reckless,Guts,Defiant,Yes,8
863,Perrserker,Perrserker,,,,,Steel,,70,110,100,50,60,50,440,73.33,Battle Armor,Tough Claws,Steely Spirit,Yes,8
864,Cursola,Cursola,,,,,Ghost,,60,95,50,145,130,30,510,85,Weak Armor,Perish Song,,Yes,8
865,Sirfetch'd,Sirfetch'd,,,,,Fighting,,62,135,95,68,82,65,507,84.5,Steadfast,Scrappy,,Yes,8
866,Mr. Rime,Mr. Rime,,,,,Ice,Psychic,80,85,75,110,100,70,520,86.67,Tangled Feet,Ice Body,Screen Cleaner,Yes,8
867,Runerigus,Runerigus,,,,,Ground,Ghost,58,95,145,50,105,30,483,80.5,Wandering Spirit,,,Yes,8
868,Milcery,Milcery,,,,,Fairy,,45,40,40,50,61,34,270,45,Sweet Veil,,Aroma Veil,No,8
869,Alcremie,Alcremie,,,,,Fairy,,65,60,75,110,121,64,495,82.5,Sweet Veil,,Aroma Veil,Yes,8
870,Falinks,Falinks,,,,,Fighting,,65,100,100,70,60,75,470,78.33,Battle Armor,,Defiant,Yes,8
871,Pincurchin,Pincurchin,,,,,Electric,,48,101,95,91,85,15,435,72.5,Lightningrod,,Electric Surge,Yes,8
872,Snom,Snom,,,,,Ice,Bug,30,25,35,45,30,20,185,30.83,Shield Dust,,Ice Scales,No,8
873,Frosmoth,Frosmoth,,,,,Ice,Bug,70,65,60,125,90,65,475,79.17,Shield Dust,,Ice Scales,Yes,8
874,Stonjourner,Stonjourner,,,,,Rock,,100,125,135,20,20,70,470,78.33,Power Spot,,,Yes,8
875,Eiscue,Eiscue,,,,,Ice,,75,80,110,65,90,50,470,78.33,Ice Face,,,Yes,8
875,Eiscue-noice,Eiscue-noice,,,,,Ice,,75,80,70,65,50,130,470,78.33,Ice Face,,,Yes,8
876,Indeedee,Indeedee,,,,,Psychic,Normal,60,65,55,105,95,95,475,79.17,Inner Focus,Synchronize,Psychic Surge,Yes,8
876,Indeedee-Female,Indeedee-Female,,,,,Psychic,Normal,70,55,65,95,105,85,475,79.17,Own Tempo,Synchronize,Psychic Surge,Yes,8
877,Morpeko,Morpeko,,,,,Electric,Dark,58,95,58,70,58,97,436,72.67,Hunger Switch,,,Yes,8
878,Cufant,Cufant,,,,,Steel,,72,80,49,40,49,40,330,55,Sheer Force,,Heavy Metal,No,8
879,Copperajah,Copperajah,,,,,Steel,,122,130,69,80,69,30,500,83.33,Sheer Force,,Heavy Metal,Yes,8
880,Dracozolt,Dracozolt,,,,,Electric,Dragon,90,100,90,80,70,75,505,84.17,Volt Absorb,Hustle,Sand Rush,Yes,8
881,Arctozolt,Arctozolt,,,,,Electric,Ice,90,100,90,90,80,55,505,84.17,Volt Absorb,Static,Slush Rush,Yes,8
882,Dracovish,Dracovish,,,,,Water,Dragon,90,90,100,70,80,75,505,84.17,Water Absorb,Strong Jaw,Sand Rush,Yes,8
883,Arctovish,Arctovish,,,,,Water,Ice,90,90,100,80,90,55,505,84.17,Water Absorb,Ice Body,Slush Rush,Yes,8
884,Duraludon,Duraludon,,,,,Steel,Dragon,70,95,115,120,50,85,535,89.17,Light Metal,Heavy Metal,Stalwart,No,8
885,Dreepy,Dreepy,,,,,Dragon,Ghost,28,60,30,40,30,82,270,45,Clear Body,Infiltrator,Cursed Body,No,8
886,Drakloak,Drakloak,,,,,Dragon,Ghost,68,80,50,60,50,102,410,68.33,Clear Body,Infiltrator,Cursed Body,No,8
887,Dragapult,Dragapult,,,,,Dragon,Ghost,88,120,75,100,75,142,600,100,Clear Body,Infiltrator,Cursed Body,Yes,8
888,Zacian,Zacian,,,,,Fairy,,92,120,115,80,115,138,660,110,Intrepid Sword,,,Yes,8
888,Zacian-Crowned,Zacian-Crowned,,,,,Fairy,Steel,92,150,115,80,115,148,700,116.67,Intrepid Sword,,,Yes,8
889,Zamazenta,Zamazenta,,,,,Fighting,,92,120,115,80,115,138,660,110,Dauntless Shield,,,Yes,8
889,Zamazenta-Crowned,Zamazenta-Crowned,,,,,Fighting,Steel,92,120,140,80,140,128,700,116.67,Dauntless Shield,,,Yes,8
890,Eternatus,Eternatus,,,,,Poison,Dragon,140,85,95,145,95,130,690,115,Pressure,,,Yes,8
891,Kubfu,Kubfu,,,,,Fighting,,60,90,60,53,50,72,385,64.17,Inner Focus,,,No,8
892,Urshifu,Urshifu,,,,,Fighting,Dark,100,130,100,63,60,97,550,91.67,Unseen Fist,,,Yes,8
892,Urshifu-Rapid-Strike,Urshifu-Rapid-Strike,,,,,Fighting,Water,100,130,100,63,60,97,550,91.67,Unseen Fist,,,Yes,8
893,Zarude,Zarude,,,,,Dark,Grass,105,120,105,70,95,105,600,100,Leaf Guard,,,Yes,8
894,Regieleki,Regieleki,,,,,Electric,,80,100,50,100,50,200,580,96.67,Transistor,,,Yes,8
895,Regidrago,Regidrago,,,,,Dragon,,200,100,50,100,50,80,580,96.67,Dragon's Maw,,,Yes,8
896,Glastrier,Glastrier,,,,,Ice,,100,145,130,65,110,30,580,96.67,Chilling Neigh,,,Yes,8
897,Spectrier,Spectrier,,,,,Ghost,,100,65,60,145,80,130,580,96.67,Grim Neigh,,,Yes,8
898,Calyrex,Calyrex,,,,,Psychic,Grass,100,80,80,80,80,80,500,83.33,Unnerve,,,Yes,8
898,Calyrex-Ice,Calyrex-Ice,,,,,Psychic,Ice,100,165,150,85,130,50,680,113.33,Unnerve Chilling Neigh,,,Yes,8
898,Calyrex-Shadow,Calyrex-Shadow,,,,,Psychic,Ghost,100,85,80,165,100,150,680,113.33,Unnerve Grim Neigh,,,Yes,8
899,Wyrdeer,Wyrdeer,,,,,Normal,Psychic,103,105,72,105,75,65,525,87.5,Intimidate,Frisk,Sap Sipper,Yes,9
900,Kleavor,Kleavor,,,,,Bug,Rock,70,135,95,45,70,85,500,83.33,Swarm,Sheer Force,Steadfast,Yes,9
